transaction_id,transaction_date,expense_category,vendor,department,amount_usd,approved_by,payment_method,budget_code,over_budget,recurring,quarter
TXN10483,2024-07-30,R&D,LegalZoom,Operations,360,MGR12,Wire Transfer,BU001,No,No,Q2
TXN10484,2024-06-18,Salaries,Salesforce,HR,16090,MGR10,Corporate Card,BU005,No,No,Q1
TXN10485,2024-08-29,Travel,AWS,Marketing,860,MGR11,Wire Transfer,BU010,No,No,Q1
TXN10486,2024-02-21,Legal & Compliance,Unknown,Operations,840,MGR15,Corporate Card,BU007,No,No,Q4
TXN10487,2024-12-14,Marketing,WeWork,Marketing,340,MGR07,Wire Transfer,BU001,No,Yes,Q4
TXN10488,2024-03-11,Software Subscriptions,Microsoft,Operations,26330,MGR17,Wire Transfer,BU004,Yes,No,Q2
TXN10489,2024-01-03,Facilities,Zoom,Sales,220,MGR16,Corporate Card,BU006,No,Yes,Q1
TXN10490,2024-10-08,Software Subscriptions,Coursera for Teams,Sales,380,MGR12,Corporate Card,BU011,No,Yes,Q1
TXN10491,2024-03-21,R&D,Coursera for Teams,Marketing,2210,MGR16,Corporate Card,BU012,No,No,Q4
TXN10492,2024-07-27,Salaries,Microsoft,Operations,850,MGR04,Corporate Card,BU009,No,No,Q3
TXN10493,2024-11-30,Training,Zoom,Finance,140,MGR15,Wire Transfer,BU011,Yes,Yes,Q4
TXN10494,2024-08-31,Salaries,Coursera for Teams,Marketing,690,MGR15,Wire Transfer,BU008,No,Yes,Q4
TXN10495,2024-09-01,Office Supplies,AWS,Marketing,1500,MGR11,Corporate Card,BU002,No,Yes,Q2
TXN10496,2024-11-29,Cloud Infrastructure,Microsoft,HR,1230,MGR03,Wire Transfer,BU011,No,No,Q1
TXN10497,2024-04-12,R&D,Microsoft,Engineering,1470,MGR10,Corporate Card,BU003,No,Yes,Q3
TXN10498,2024-05-27,Training,Unknown,Marketing,9160,MGR02,Reimbursement,BU010,No,No,Q1
TXN10499,2024-06-13,Cloud Infrastructure,Zoom,Finance,920,MGR04,Corporate Card,BU013,No,Yes,Q1
TXN10500,2024-05-26,R&D,Unknown,Sales,1730,MGR01,Reimbursement,BU005,No,No,Q2
TXN10501,2024-11-26,Office Supplies,Zoom,Operations,50,MGR11,Wire Transfer,BU011,Yes,Yes,Q3
TXN10502,2024-01-31,Travel,Unknown,Engineering,6240,MGR04,Wire Transfer,BU007,No,Yes,Q3
TXN10503,2024-02-15,Travel,Microsoft,Operations,720,MGR06,Wire Transfer,BU003,No,No,Q2
TXN10504,2024-11-29,Cloud Infrastructure,LegalZoom,Sales,230,MGR08,Reimbursement,BU012,No,No,Q3
TXN10505,2024-10-20,Legal & Compliance,LegalZoom,Marketing,530,MGR17,Direct Debit,BU007,No,Yes,Q1
TXN10506,2024-04-28,Cloud Infrastructure,LegalZoom,HR,1470,MGR06,Wire Transfer,BU005,No,No,Q4
TXN10507,2024-09-30,Facilities,Microsoft,Finance,2300,MGR18,Corporate Card,BU010,No,No,Q3
TXN10508,2024-01-20,Cloud Infrastructure,Coursera for Teams,Engineering,590,MGR06,Reimbursement,BU006,No,Yes,Q1
TXN10509,2024-03-30,Marketing,WeWork,Finance,1370,MGR11,Corporate Card,BU006,No,Yes,Q3
TXN10510,2024-08-01,Software Subscriptions,OLA Business,Finance,480,MGR18,Reimbursement,BU011,No,No,Q3
TXN10511,2024-03-31,R&D,WeWork,Finance,1200,MGR14,Wire Transfer,BU011,No,No,Q1
TXN10512,2024-01-19,Travel,LegalZoom,Finance,850,MGR15,Direct Debit,BU014,Yes,Yes,Q2
TXN10513,2024-07-22,Salaries,Coursera for Teams,Sales,950,MGR08,Reimbursement,BU012,Yes,Yes,Q4
TXN10514,2024-09-10,Marketing,Microsoft,Finance,460,MGR13,Corporate Card,BU004,No,No,Q1
TXN10515,2024-04-05,Office Supplies,Swiggy for Teams,HR,1080,MGR06,Wire Transfer,BU012,No,No,Q3
TXN10516,2024-05-28,Cloud Infrastructure,Coursera for Teams,Finance,250,MGR06,Corporate Card,BU008,No,No,Q4
TXN10517,2024-01-20,Office Supplies,Swiggy for Teams,Sales,840,MGR14,Corporate Card,BU009,Yes,Yes,Q2
TXN10518,2024-01-05,Facilities,Microsoft,Operations,310,MGR13,Corporate Card,BU002,No,No,Q2
TXN10519,2024-06-01,Salaries,AWS,Sales,200,MGR01,Corporate Card,BU009,No,Yes,Q4
TXN10520,2024-10-17,Cloud Infrastructure,Zoom,HR,290,MGR20,Wire Transfer,BU011,No,Yes,Q2
TXN10521,2024-11-04,Training,OLA Business,HR,520,MGR07,Direct Debit,BU012,No,No,Q3
TXN10522,2024-02-24,Cloud Infrastructure,WeWork,Marketing,350,MGR15,Wire Transfer,BU004,No,No,Q4
TXN10523,2024-06-20,Facilities,Unknown,Sales,1070,MGR19,Corporate Card,BU006,No,No,Q4
TXN10524,2024-05-25,Office Supplies,Unknown,Operations,730,MGR14,Reimbursement,BU014,No,Yes,Q4
TXN10525,2024-08-20,Travel,Zoom,Marketing,2250,MGR13,Reimbursement,BU007,No,No,Q4
TXN10526,2024-11-24,Travel,Coursera for Teams,Marketing,600,MGR01,Wire Transfer,BU004,No,Yes,Q3
TXN10527,2024-10-05,Facilities,Unknown,Engineering,830,MGR07,Wire Transfer,BU008,No,Yes,Q4
TXN10528,2024-09-25,R&D,Salesforce,Finance,6240,MGR07,Reimbursement,BU013,Yes,No,Q4
TXN10529,2024-09-09,Marketing,Unknown,Marketing,390,MGR09,Corporate Card,BU014,No,No,Q4
TXN10530,2024-03-09,Cloud Infrastructure,Microsoft,Marketing,470,MGR03,Direct Debit,BU010,No,Yes,Q4
TXN10531,2024-09-15,Travel,Zoom,HR,2820,MGR19,Direct Debit,BU008,No,Yes,Q1
TXN10532,2024-08-27,Software Subscriptions,OLA Business,Operations,210,MGR04,Reimbursement,BU001,No,Yes,Q3
TXN10533,2024-05-19,Cloud Infrastructure,Zoom,Marketing,3220,MGR18,Corporate Card,BU008,No,No,Q1
TXN10534,2024-04-08,Travel,OLA Business,Operations,500,MGR06,Reimbursement,BU010,Yes,No,Q2
TXN10535,2024-02-27,Salaries,Salesforce,Finance,240,MGR12,Wire Transfer,BU014,Yes,Yes,Q1
TXN10536,2024-06-18,Cloud Infrastructure,Unknown,HR,1970,MGR11,Wire Transfer,BU012,No,No,Q4
TXN10537,2024-03-24,Training,Zoom,Engineering,490,MGR07,Reimbursement,BU003,No,Yes,Q2
TXN10538,2024-08-22,Salaries,Swiggy for Teams,Engineering,5940,MGR15,Corporate Card,BU005,No,Yes,Q3
TXN10539,2024-11-27,Cloud Infrastructure,LegalZoom,Finance,730,MGR04,Corporate Card,BU014,No,No,Q3
TXN10540,2024-05-11,Salaries,Salesforce,Finance,730,MGR09,Reimbursement,BU010,No,No,Q1
TXN10541,2024-04-05,Travel,Coursera for Teams,HR,330,MGR16,Reimbursement,BU008,No,Yes,Q3
TXN10542,2024-01-08,Training,Swiggy for Teams,HR,560,MGR17,Reimbursement,BU011,No,Yes,Q3
TXN10543,2024-06-21,Software Subscriptions,OLA Business,Sales,480,MGR11,Corporate Card,BU006,No,Yes,Q4
TXN10544,2024-05-31,Travel,Zoom,Marketing,3290,MGR20,Wire Transfer,BU004,No,No,Q1
TXN10545,2024-10-17,Salaries,OLA Business,Marketing,940,MGR13,Corporate Card,BU015,No,Yes,Q2
TXN10546,2024-12-11,Facilities,OLA Business,Marketing,1550,MGR20,Reimbursement,BU004,No,No,Q3
TXN10547,2024-04-08,Software Subscriptions,Salesforce,Operations,750,MGR13,Corporate Card,BU012,Yes,Yes,Q1
TXN10548,2024-03-30,Travel,Swiggy for Teams,Sales,410,MGR19,Wire Transfer,BU004,No,Yes,Q1
TXN10549,2024-11-08,Travel,Zoom,Marketing,1040,MGR04,Wire Transfer,BU006,No,No,Q1
TXN10550,2024-11-23,Marketing,Unknown,Operations,4490,MGR12,Direct Debit,BU007,No,Yes,Q3
TXN10551,2024-07-26,Salaries,AWS,Operations,190,MGR12,Wire Transfer,BU013,No,No,Q2
TXN10552,2024-08-06,Software Subscriptions,WeWork,Engineering,1100,MGR15,Wire Transfer,BU005,No,No,Q3
TXN10553,2024-09-20,Legal & Compliance,WeWork,Operations,4010,MGR20,Corporate Card,BU010,No,No,Q4
TXN10554,2024-06-16,Training,Salesforce,Finance,250,MGR06,Wire Transfer,BU014,No,Yes,Q4
TXN10555,2024-02-14,Cloud Infrastructure,Coursera for Teams,HR,2010,MGR10,Wire Transfer,BU008,No,No,Q2
TXN10556,2024-07-24,Salaries,Microsoft,Operations,2010,MGR20,Corporate Card,BU007,No,Yes,Q3
TXN10557,2024-12-08,Marketing,AWS,Finance,140,MGR19,Wire Transfer,BU008,No,No,Q1
TXN10558,2024-02-18,Marketing,Zoom,Finance,2520,MGR03,Reimbursement,BU015,Yes,No,Q1
TXN10559,2024-04-04,Salaries,WeWork,Engineering,330,MGR05,Corporate Card,BU004,No,Yes,Q2
TXN10560,2024-03-12,Travel,Coursera for Teams,Engineering,1020,MGR11,Corporate Card,BU008,No,Yes,Q2
TXN10561,2024-09-01,Cloud Infrastructure,Microsoft,Operations,2270,MGR04,Wire Transfer,BU013,No,No,Q3
TXN10562,2024-06-14,Marketing,Swiggy for Teams,Engineering,2810,MGR08,Reimbursement,BU006,Yes,No,Q4
TXN10563,2024-05-07,Office Supplies,Zoom,Engineering,110,MGR10,Corporate Card,BU003,Yes,No,Q4
TXN10564,2024-01-04,Office Supplies,OLA Business,HR,5690,MGR04,Direct Debit,BU013,No,No,Q1
TXN10565,2024-05-13,Software Subscriptions,Coursera for Teams,Marketing,3650,MGR06,Direct Debit,BU008,No,No,Q3
TXN10566,2024-07-15,Facilities,Zoom,Operations,2350,MGR12,Corporate Card,BU013,No,No,Q1
TXN10567,2024-04-30,Software Subscriptions,AWS,Operations,1030,MGR05,Corporate Card,BU007,No,Yes,Q3
TXN10568,2024-08-16,Facilities,OLA Business,Operations,390,MGR17,Wire Transfer,BU010,Yes,Yes,Q1
TXN10569,2024-05-16,Salaries,AWS,Engineering,180,MGR13,Direct Debit,BU005,No,No,Q4
TXN10570,2024-06-17,Facilities,LegalZoom,HR,90,MGR14,Wire Transfer,BU011,No,No,Q4
TXN10571,2024-06-03,Salaries,WeWork,Engineering,1440,MGR20,Corporate Card,BU004,No,No,Q1
TXN10572,2024-10-25,R&D,Microsoft,Finance,2350,MGR05,Corporate Card,BU001,No,Yes,Q4
TXN10573,2024-10-20,Software Subscriptions,Coursera for Teams,Sales,600,MGR19,Wire Transfer,BU010,No,No,Q3
TXN10574,2024-01-06,Salaries,OLA Business,Sales,380,MGR13,Wire Transfer,BU003,No,Yes,Q3
TXN10575,2024-05-13,Software Subscriptions,WeWork,Sales,720,MGR14,Corporate Card,BU002,No,No,Q3
TXN10576,2024-11-30,Salaries,Salesforce,Marketing,310,MGR06,Wire Transfer,BU008,No,No,Q3
TXN10577,2024-07-03,Salaries,AWS,Engineering,680,MGR16,Corporate Card,BU014,No,Yes,Q4
TXN10578,2024-12-20,Cloud Infrastructure,LegalZoom,Finance,290,MGR18,Wire Transfer,BU008,No,No,Q4
TXN10579,2024-04-30,Marketing,AWS,Finance,1390,MGR06,Corporate Card,BU012,No,No,Q3
TXN10580,2024-02-01,Travel,Zoom,Sales,2960,MGR18,Corporate Card,BU005,Yes,No,Q4
TXN10581,2024-12-07,Cloud Infrastructure,Swiggy for Teams,HR,1220,MGR06,Reimbursement,BU014,No,Yes,Q4
TXN10582,2024-03-01,Salaries,LegalZoom,Marketing,600,MGR16,Corporate Card,BU005,Yes,Yes,Q2
TXN10583,2024-08-26,Software Subscriptions,LegalZoom,Marketing,2180,MGR10,Wire Transfer,BU015,Yes,Yes,Q1
TXN10584,2024-06-06,R&D,Microsoft,Sales,680,MGR05,Corporate Card,BU011,No,Yes,Q4
TXN10585,2024-03-22,R&D,Coursera for Teams,Sales,2100,MGR06,Corporate Card,BU004,No,Yes,Q4
TXN10586,2024-07-26,Facilities,Salesforce,Engineering,310,MGR11,Corporate Card,BU001,No,Yes,Q1
TXN10587,2024-12-17,Facilities,Salesforce,HR,360,MGR15,Corporate Card,BU001,No,No,Q2
TXN10588,2024-09-14,Travel,Microsoft,Marketing,200,MGR20,Corporate Card,BU013,Yes,No,Q1
TXN10589,2024-12-26,R&D,AWS,Finance,380,MGR02,Reimbursement,BU006,No,No,Q4
TXN10590,2024-06-08,Salaries,Unknown,Sales,2160,MGR12,Corporate Card,BU015,No,No,Q4
TXN10591,2024-12-19,Software Subscriptions,WeWork,Engineering,230,MGR01,Corporate Card,BU004,No,No,Q3
TXN10592,2024-03-01,Legal & Compliance,Unknown,Finance,50,MGR16,Reimbursement,BU004,No,No,Q2
TXN10593,2024-11-23,Office Supplies,Zoom,Marketing,400,MGR05,Corporate Card,BU003,No,Yes,Q4
TXN10594,2024-05-31,Salaries,Salesforce,Sales,160,MGR07,Wire Transfer,BU014,No,Yes,Q1
TXN10595,2024-07-07,Software Subscriptions,Coursera for Teams,HR,360,MGR13,Corporate Card,BU009,No,No,Q4
TXN10596,2024-11-10,Salaries,Swiggy for Teams,Sales,8340,MGR18,Corporate Card,BU003,No,No,Q2
TXN10597,2024-04-23,Salaries,AWS,HR,230,MGR17,Wire Transfer,BU008,No,No,Q3
TXN10598,2024-04-22,Salaries,Coursera for Teams,Engineering,1420,MGR16,Direct Debit,BU002,No,No,Q3
TXN10599,2024-03-09,Travel,Coursera for Teams,Engineering,600,MGR14,Corporate Card,BU004,No,Yes,Q3
TXN10600,2024-09-01,Salaries,OLA Business,Marketing,1040,MGR16,Corporate Card,BU001,No,No,Q4
TXN10601,2024-03-19,Salaries,LegalZoom,HR,360,MGR14,Corporate Card,BU011,Yes,No,Q4
TXN10602,2024-08-20,Office Supplies,WeWork,Sales,2680,MGR15,Corporate Card,BU005,No,No,Q4
TXN10603,2024-11-06,R&D,LegalZoom,Engineering,1110,MGR16,Direct Debit,BU002,No,No,Q1
TXN10604,2024-07-10,Salaries,Coursera for Teams,Sales,1150,MGR06,Corporate Card,BU011,No,No,Q2
TXN10605,2024-07-31,Facilities,Microsoft,Marketing,750,MGR03,Reimbursement,BU013,No,Yes,Q3
TXN10606,2024-12-25,Travel,Unknown,HR,3000,MGR19,Corporate Card,BU001,No,Yes,Q4
TXN10607,2024-10-08,Marketing,OLA Business,Sales,1300,MGR01,Reimbursement,BU001,No,Yes,Q3
TXN10608,2024-08-29,Software Subscriptions,LegalZoom,Finance,1040,MGR08,Wire Transfer,BU002,Yes,No,Q4
TXN10609,2024-10-02,Salaries,Zoom,Sales,1460,MGR10,Reimbursement,BU005,No,Yes,Q4
TXN10610,2024-12-06,Travel,Swiggy for Teams,Operations,80,MGR02,Corporate Card,BU012,No,Yes,Q3
TXN10611,2024-04-21,Salaries,Swiggy for Teams,Operations,830,MGR09,Reimbursement,BU015,No,Yes,Q4
TXN10612,2024-05-06,Marketing,WeWork,Marketing,620,MGR08,Wire Transfer,BU015,No,No,Q4
TXN10613,2024-12-14,Office Supplies,Zoom,Marketing,2700,MGR18,Wire Transfer,BU009,No,No,Q4
TXN10614,2024-11-01,Cloud Infrastructure,LegalZoom,Marketing,290,MGR10,Reimbursement,BU006,No,No,Q3
TXN10615,2024-02-11,R&D,LegalZoom,Finance,850,MGR06,Wire Transfer,BU012,No,Yes,Q4
TXN10616,2024-09-26,Software Subscriptions,Coursera for Teams,HR,6690,MGR15,Reimbursement,BU004,No,Yes,Q1
TXN10617,2024-08-16,Cloud Infrastructure,LegalZoom,Finance,640,MGR19,Corporate Card,BU015,No,Yes,Q3
TXN10618,2024-09-27,Training,Zoom,Sales,130,MGR16,Wire Transfer,BU003,No,No,Q1
TXN10619,2024-12-26,Salaries,Swiggy for Teams,Engineering,9030,MGR18,Reimbursement,BU008,No,No,Q1
TXN10620,2024-07-04,Facilities,Coursera for Teams,HR,280,MGR17,Corporate Card,BU003,No,No,Q4
TXN10621,2024-02-09,R&D,AWS,Operations,190,MGR04,Wire Transfer,BU001,Yes,Yes,Q3
TXN10622,2024-10-15,Marketing,Zoom,Operations,200,MGR19,Direct Debit,BU004,Yes,No,Q2
TXN10623,2024-02-27,Cloud Infrastructure,Microsoft,Operations,1590,MGR04,Wire Transfer,BU011,No,No,Q2
TXN10624,2024-02-01,Cloud Infrastructure,LegalZoom,Sales,3160,MGR09,Corporate Card,BU013,No,Yes,Q4
TXN10625,2024-10-07,Salaries,Swiggy for Teams,Sales,5500,MGR18,Corporate Card,BU005,Yes,Yes,Q4
TXN10626,2024-09-15,Marketing,Unknown,Marketing,680,MGR12,Reimbursement,BU005,No,No,Q1
TXN10627,2024-04-13,R&D,LegalZoom,Engineering,200,MGR18,Direct Debit,BU005,No,No,Q4
TXN10628,2024-10-20,Legal & Compliance,Microsoft,Marketing,340,MGR02,Direct Debit,BU008,No,No,Q2
TXN10629,2024-10-01,Travel,Swiggy for Teams,Sales,690,MGR15,Wire Transfer,BU008,Yes,No,Q3
TXN10630,2024-03-17,Travel,WeWork,Finance,650,MGR18,Wire Transfer,BU012,No,Yes,Q3
TXN10631,2024-03-25,R&D,LegalZoom,Marketing,3200,MGR07,Corporate Card,BU013,No,No,Q4
TXN10632,2024-06-16,Travel,Coursera for Teams,HR,140,MGR14,Corporate Card,BU004,No,Yes,Q4
TXN10633,2024-09-23,Cloud Infrastructure,OLA Business,Sales,170,MGR04,Corporate Card,BU015,Yes,No,Q2
TXN10634,2024-08-14,Office Supplies,Zoom,Sales,460,MGR08,Corporate Card,BU009,No,No,Q3
TXN10635,2024-02-29,Travel,Microsoft,Finance,1040,MGR10,Reimbursement,BU001,No,No,Q2
TXN10636,2024-12-14,Travel,LegalZoom,Finance,390,MGR02,Reimbursement,BU005,No,No,Q3
TXN10637,2024-04-15,Marketing,AWS,Finance,350,MGR15,Wire Transfer,BU005,No,No,Q3
TXN10638,2024-10-25,Travel,Unknown,Engineering,2720,MGR09,Direct Debit,BU005,No,No,Q2
TXN10639,2024-09-07,Salaries,Swiggy for Teams,HR,1170,MGR12,Direct Debit,BU008,Yes,Yes,Q2
TXN10640,2024-02-16,Cloud Infrastructure,Microsoft,Sales,200,MGR03,Wire Transfer,BU009,No,Yes,Q1
TXN10641,2024-09-18,Marketing,Zoom,Finance,360,MGR15,Wire Transfer,BU003,No,No,Q3
TXN10642,2024-08-16,Training,LegalZoom,Engineering,1240,MGR04,Corporate Card,BU009,No,No,Q4
TXN10643,2024-01-29,Salaries,AWS,Operations,150,MGR08,Wire Transfer,BU013,No,Yes,Q2
TXN10644,2024-08-20,Salaries,Swiggy for Teams,HR,1230,MGR07,Corporate Card,BU011,No,Yes,Q4
TXN10645,2024-03-08,Salaries,Zoom,Operations,440,MGR19,Corporate Card,BU008,No,No,Q1
TXN10646,2024-09-19,Salaries,Swiggy for Teams,Operations,1030,MGR12,Direct Debit,BU003,Yes,No,Q3
TXN10647,2024-07-31,R&D,Zoom,Sales,770,MGR20,Corporate Card,BU002,No,No,Q3
TXN10648,2024-08-21,Cloud Infrastructure,LegalZoom,Engineering,170,MGR14,Corporate Card,BU015,No,No,Q1
TXN10649,2024-10-15,Marketing,OLA Business,Engineering,310,MGR06,Wire Transfer,BU004,No,No,Q2
TXN10650,2024-01-30,Training,Salesforce,Operations,3780,MGR20,Wire Transfer,BU015,Yes,No,Q4
TXN10651,2024-10-13,Marketing,Coursera for Teams,HR,11450,MGR05,Corporate Card,BU013,No,Yes,Q3
TXN10652,2024-08-24,Software Subscriptions,OLA Business,Marketing,80,MGR07,Corporate Card,BU012,No,No,Q2
TXN10653,2024-12-10,Salaries,Salesforce,Operations,2330,MGR07,Direct Debit,BU002,No,No,Q2
TXN10654,2024-06-06,Training,LegalZoom,Sales,950,MGR02,Corporate Card,BU004,Yes,No,Q4
TXN10655,2024-01-12,Marketing,LegalZoom,Operations,8090,MGR19,Reimbursement,BU005,Yes,Yes,Q2
TXN10656,2024-07-21,Facilities,LegalZoom,HR,340,MGR12,Wire Transfer,BU002,No,Yes,Q4
TXN10657,2024-05-10,Marketing,Salesforce,HR,1950,MGR18,Corporate Card,BU012,No,Yes,Q2
TXN10658,2024-01-02,Marketing,AWS,Operations,460,MGR09,Corporate Card,BU008,No,No,Q3
TXN10659,2024-04-21,R&D,Microsoft,Engineering,3100,MGR20,Reimbursement,BU001,No,Yes,Q1
TXN10660,2024-10-23,Salaries,Salesforce,Operations,10650,MGR18,Reimbursement,BU003,No,No,Q4
TXN10661,2024-02-07,Legal & Compliance,Unknown,Finance,860,MGR06,Corporate Card,BU007,No,No,Q4
TXN10662,2024-01-24,Legal & Compliance,Microsoft,Finance,170,MGR11,Corporate Card,BU010,No,No,Q3
TXN10663,2024-08-04,R&D,Unknown,Marketing,3630,MGR10,Corporate Card,BU001,Yes,No,Q1
TXN10664,2024-06-25,Travel,Zoom,Sales,1310,MGR10,Reimbursement,BU013,No,No,Q3
TXN10665,2024-12-24,Office Supplies,Coursera for Teams,Sales,1050,MGR19,Corporate Card,BU011,Yes,No,Q2
TXN10666,2024-02-02,Training,Coursera for Teams,Engineering,4450,MGR09,Corporate Card,BU015,No,Yes,Q2
TXN10667,2024-10-04,Salaries,Coursera for Teams,Sales,170,MGR17,Corporate Card,BU002,Yes,Yes,Q4
TXN10668,2024-01-31,Salaries,WeWork,Marketing,280,MGR04,Wire Transfer,BU003,Yes,No,Q4
TXN10669,2024-02-05,Software Subscriptions,Salesforce,Finance,1360,MGR05,Reimbursement,BU014,No,Yes,Q2
TXN10670,2024-08-29,Marketing,AWS,Engineering,270,MGR14,Wire Transfer,BU014,No,No,Q4
TXN10671,2024-01-17,Salaries,Zoom,HR,460,MGR02,Corporate Card,BU002,No,No,Q4
TXN10672,2024-05-26,Office Supplies,LegalZoom,Finance,3070,MGR09,Corporate Card,BU002,No,No,Q3
TXN10673,2024-07-28,Software Subscriptions,Salesforce,Marketing,1120,MGR05,Corporate Card,BU012,Yes,Yes,Q3
TXN10674,2024-04-02,Travel,Unknown,Engineering,160,MGR05,Corporate Card,BU011,Yes,Yes,Q4
TXN10675,2024-03-10,Software Subscriptions,Unknown,Operations,1090,MGR08,Reimbursement,BU006,No,No,Q3
TXN10676,2024-11-24,Training,Microsoft,Sales,2940,MGR05,Corporate Card,BU007,No,No,Q3
TXN10677,2024-11-26,Cloud Infrastructure,LegalZoom,Marketing,820,MGR11,Corporate Card,BU006,No,No,Q4
TXN10678,2024-08-03,Travel,WeWork,Engineering,1890,MGR08,Wire Transfer,BU011,No,Yes,Q2
TXN10679,2024-07-10,Software Subscriptions,Unknown,Finance,360,MGR13,Wire Transfer,BU006,No,No,Q4
TXN10680,2024-07-14,Salaries,Coursera for Teams,Engineering,910,MGR16,Wire Transfer,BU015,No,Yes,Q3
TXN10681,2024-08-17,Marketing,Microsoft,Operations,100,MGR05,Reimbursement,BU009,Yes,Yes,Q3
TXN10682,2024-07-12,Legal & Compliance,OLA Business,Marketing,1420,MGR19,Wire Transfer,BU008,No,Yes,Q1
TXN10683,2024-07-11,Legal & Compliance,Swiggy for Teams,Engineering,1020,MGR09,Reimbursement,BU014,No,No,Q2
TXN10684,2024-02-11,Facilities,Microsoft,HR,140,MGR14,Wire Transfer,BU008,No,Yes,Q2
TXN10685,2024-12-15,Salaries,Microsoft,Marketing,4130,MGR13,Corporate Card,BU006,No,Yes,Q2
TXN10686,2024-12-04,Marketing,Unknown,Marketing,1320,MGR15,Corporate Card,BU005,No,Yes,Q4
TXN10687,2024-10-03,Cloud Infrastructure,Salesforce,Finance,290,MGR03,Direct Debit,BU009,No,No,Q2
TXN10688,2024-03-09,Travel,LegalZoom,Sales,1460,MGR03,Direct Debit,BU012,No,No,Q1
TXN10689,2024-11-30,Travel,OLA Business,HR,200,MGR13,Wire Transfer,BU002,No,Yes,Q3
TXN10690,2024-06-27,Travel,Coursera for Teams,Operations,240,MGR17,Wire Transfer,BU007,No,No,Q3
TXN10691,2024-03-01,Salaries,Salesforce,Engineering,210,MGR09,Corporate Card,BU006,Yes,No,Q1
TXN10692,2024-04-01,Office Supplies,Zoom,Sales,200,MGR12,Wire Transfer,BU007,No,Yes,Q1
TXN10693,2024-10-02,Software Subscriptions,Unknown,Finance,1120,MGR15,Direct Debit,BU012,No,Yes,Q4
TXN10694,2024-07-20,Cloud Infrastructure,LegalZoom,Sales,750,MGR16,Reimbursement,BU004,No,No,Q1
TXN10695,2024-09-27,R&D,AWS,Marketing,1630,MGR11,Corporate Card,BU009,No,Yes,Q4
TXN10696,2024-03-06,Software Subscriptions,Coursera for Teams,Marketing,50,MGR19,Corporate Card,BU007,No,Yes,Q2
TXN10697,2024-04-24,Salaries,Salesforce,Operations,420,MGR01,Wire Transfer,BU002,No,No,Q3
TXN10698,2024-01-02,Travel,Coursera for Teams,HR,420,MGR03,Corporate Card,BU013,No,No,Q1
TXN10699,2024-01-12,R&D,LegalZoom,Engineering,710,MGR15,Corporate Card,BU004,No,No,Q4
